sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
F,8,91,71,225.99999999999997,118.8,66.4,23.200000000000003,26.700000000000003
M,8,92,69,24,98.7,48.699999999999996,23.5,26.400000000000002
M,7,92,69,22,91.9,47,17.7,23.200000000000003
M,7,93,72,22,99.1,53.300000000000004,17,24.2
I,9,93,71,18,86.5,40.1,14.799999999999999,25.5
F,7,95,76,28.000000000000004,137.79999999999998,63.3,26.3,39.1
I,8,96,70,27,109.3,54.7,19.900000000000002,31.6
M,8,97,78,27,123.4,50,26.900000000000002,32.7
I,8,98,74,22,107.60000000000001,54.2,20.7,27.800000000000004
M,9,100,78,27,156.29999999999998,72.2,31.5,47.699999999999996
F,8,100,76,28.000000000000004,127.1,55.400000000000006,28.599999999999998,35.699999999999996
M,7,101,77,26,128.7,62.7,29.799999999999997,30.3
M,8,105,77,20,102.3,49.2,20.1,29.099999999999998
M,8,107,84,25,147.6,71,37.9,35.9
F,8,107,84,26,139.79999999999998,62.5,31.3,40.699999999999996
F,10,108,77,28.000000000000004,153.1,65.3,23.200000000000003,47.3
F,9,108,84,26,150.1,73.6,33.5,36.9
F,9,109.00000000000001,86,32,168.79999999999998,78.9,37.1,46.2
M,9,110.00000000000001,82,26,174.10000000000002,89.1,42.3,42.6
I,11,110.00000000000001,84,23,133.6,58.5,27.400000000000002,41.8
F,9,112.99999999999999,88,27,166,78.60000000000001,34.699999999999996,47.599999999999994
M,8,115.99999999999999,90,24,173.70000000000002,83.6,29.5,52.1
F,7,115.99999999999999,87,30,167.79999999999998,69.69999999999999,41.4,38.4
F,11,117,97,30,215.79999999999998,82.89999999999999,42.3,71.2
M,9,119,93,30,183.8,86.7,35.3,52.400000000000006
F,10,120,94,38,226.9,98.4,51.9,67.5
F,8,122,86,28.000000000000004,181.8,87.6,40,44
M,8,122,96,33,248.70000000000002,111.5,53.5,74.4
F,9,124,98,32,211.20000000000002,98.6,48.8,54.50000000000001
M,9,129,99,30,241.9,120.6,44.5,67.80000000000001
M,8,130,100,28.000000000000004,247.6,123.30000000000001,47.099999999999994,64
F,10,133,105,42,328.79999999999995,163.6,67.9,85.5
M,11,137,110.00000000000001,40,354.5,162.6,77.4,98
F,12,138,108,39,250.5,146,79.5,92.4
F,10,141,113.99999999999999,37,352.2,149.4,74.5,97.6
F,10,142,100,30,263.3,136.7,56.3,56.00000000000001
M,11,144,117,44,382.8,183.1,89.60000000000001,95.8
F,12,144,114.99999999999999,43,420,171.3,96.5,120.39999999999999
F,10,146,111.00000000000001,36,337.9,131.1,39.300000000000004,98.7
M,17,155,113.99999999999999,44,406.4,147,95.1,131.7
F,8,101,78,23,132,60.9,31.1,35
M,10,106,85,26,149.10000000000002,59.9,27.1,49
F,11,101,77,23,123.2,48.6,21.5,42
I,7,81,61,18,56.49999999999999,22.8,11.5,19
M,7,83,60,20,67.10000000000001,30.9,13.700000000000001,19
M,11,100,78,28.999999999999996,130.20000000000002,54.6,26.400000000000002,44
M,7,85,66,16,72.2,26.8,16.5,25
M,8,94,70,20,95.5,37.7,17.7,35
F,10,80,62,23,69.3,29.5,13.900000000000002,23
I,10,74,57.99999999999999,20,50,20.5,10.100000000000001,17
M,19,100,76,31,132,53.1,27.3,43
I,9,82,62,22,63,24.8,16.400000000000002,19
M,9,75,57.99999999999999,20,55.2,23.5,11.3,17
F,11,98,77,25,107.89999999999999,43.5,25.6,33
M,10,117,96,37,208,86.8,53,56.99999999999999
M,14,119,91,31,208.2,83.2,42.1,73
F,15,135,110.00000000000001,36,337.7,112.4,74.1,120
M,27,133,107,45,436.7,150.7,78.2,177
M,13,124,98,34,242.1,103.69999999999999,51.1,67
I,5,65,50,11,33.2,15.2,10.2,9
I,9,91,71,16,90.4,43.3,19.900000000000002,25
M,8,105,81,26,143.70000000000002,65.3,39.5,35
I,7,77,57.99999999999999,18,46.400000000000006,17.1,9.9,16
I,4,26,19,7.000000000000001,2.1,1,1.3,0.7000000000000001
I,3,36,26,9,5.5,2.5,2,1.7999999999999998
I,6,62,45,10,28.9,13.5,7.7,9
F,7,75,57.99999999999999,16,56.39999999999999,28.1,14.499999999999998,16
F,8,96,76,24,121.6,54.1,28.1,37
I,9,91,74,25,86.6,40.2,25.3,28.999999999999996
M,7,85,65,20,65.9,27.3,14.499999999999998,22
I,9,95,72,22,91.10000000000001,35.4,19.3,28.999999999999996
F,11,87,70,24,91.7,38.4,20,26
F,6,57.99999999999999,42,15,55.00000000000001,22.6,13.5,7.000000000000001
M,7,77,59,19,67,29.4,18.8,18
M,8,94,75,23,85.3,33.7,15.1,30
F,10,100,80,25,115.3,47.9,25.2,37
I,7,80,62,20,25.4,21.2,14.2,17
M,12,124,102,35,230.10000000000002,87.5,45.300000000000004,80
M,12,119,94,30,178.29999999999998,71.8,42.1,49
M,9,117,91,28.000000000000004,194,92.4,37,59
M,6,64,48,16,36,16,7.7,11
F,10,104,82,25,139.7,58.9,32.5,43
M,9,88,70,22,91.7,40,17.7,26
F,8,88,66,23,80.10000000000001,28.599999999999998,22.6,24
M,12,112.99999999999999,85,20,142.9,61.1,33.2,36
F,9,112.00000000000001,85,25,186.4,72.2,42.6,67
F,10,118,91,35,193.2,78.2,49.1,62
F,16,113.99999999999999,93,36,199.9,81,55.400000000000006,59
M,14,136,106,41,299.2,116.5,67.4,93
F,10,90,72,25,101.29999999999998,44.4,21,32
I,7,64,48,15,34.699999999999996,15.2,7.1,10
I,9,92,70,22,78.9,33.7,17.299999999999997,25
M,10,94,74,21,93.30000000000001,40.5,20.3,31
M,9,91,70,21,80.2,31.5,16.6,27
F,9,83,65,23,69.1,28.1,15.299999999999999,22
M,11,93,70,24,104.1,40.300000000000004,32.5,37
M,12,92,75,27,98.7,37.2,16.900000000000002,34
M,8,83,62,18,64.9,26.1,14.7,23
M,7,54,39,14.000000000000002,21.2,9.3,3.5999999999999996,7.199999999999999
M,10,89,71,22,88.3,36.1,20.7,30.099999999999998
F,18,149,117,38,393.2,168.70000000000002,87.4,117.10000000000001
F,8,80,60,23,60.5,26.700000000000003,9.3,18.7
I,5,56.00000000000001,40,15,24.5,10.9,2.3,7.000000000000001
M,10,110.00000000000001,88,27,175.8,73.6,41.9,53
M,16,115.99999999999999,92,33,245.5,94.6,39.300000000000004,87
M,12,122,100,33,254.3,98.3,37,98
M,17,124,99,35,361.2,128.6,65.7,145
M,14,112.00000000000001,84,39,161.7,60.5,35.9,56.99999999999999
F,12,128,102,40,278.1,122,66.3,82
M,19,138,110.00000000000001,40,369.3,146.4,94.39999999999999,113.99999999999999
F,17,143,112.99999999999999,48,439.9,144.9,93,177
F,11,142,112.99999999999999,39,363.4,157,98.4,98
F,9,110.00000000000001,94,30,179.4,75.4,36.8,57.99999999999999
M,5,75,61,18,64.9,27.900000000000002,11.3,19
F,9,122,90,32,227.2,82.8,62.2,60
I,6,76,56.00000000000001,17,54.7,23,12.2,17
F,5,74,55.00000000000001,17,48.1,20.8,10.7,14.000000000000002
M,6,67,47,17,30.9,13.200000000000001,6.9,9
I,4,33,23,3,2.9000000000000004,1.0999999999999999,0.6,1
M,7,56.99999999999999,42,15,23.7,11,5.7,8
I,6,38,26,6,5.8999999999999995,3.1,3,2
I,5,43,30,6,7.7,2.3,1,2
M,10,119,93,25,159.8,64.9,40,46
F,13,129,100,34,236.90000000000003,96.1,54.800000000000004,71
M,12,114.99999999999999,90,37,185,68.4,39.4,70
F,20,113.99999999999999,90,34,219.60000000000002,82.8,37.4,81
F,14,115.99999999999999,90,47,214.2,60,41.199999999999996,79
F,15,119,96,40,195,71.6,40.699999999999996,68
F,14,119,94,50,256.59999999999997,92.4,49.5,89
F,21,125,84,33,211.90000000000003,71.6,33,89
M,16,107,84,33,183.9,67.10000000000001,39.7,52
M,13,110.00000000000001,86,32,185.9,63.4,34.699999999999996,71
M,6,99,80,31,161.7,46.9,23.1,70
I,6,64,47,16,29.7,12.8,6.2,9
M,9,89,68,24,89.5,38.6,20.7,26
F,9,104,80,25,137.3,59,34.300000000000004,37
M,14,99,77,27,126.69999999999999,40,24.5,52
M,12,94,74,27,109.4,44.4,26.5,34
F,10,98,74,28.000000000000004,117,48.6,23,39
M,11,115.99999999999999,94,33,185.4,64.3,39.7,63
M,15,129,99,37,298.7,105.3,55.7,91
F,14,114.99999999999999,97,33,208.1,83.8,52.800000000000004,60
I,6,43,34,11,12.1,4.1000000000000005,2.8000000000000003,4
I,13,86,65,22,73.5,27.1,18.7,24
I,5,52,43,16,19.8,7.3999999999999995,5.1,9
I,11,74,56.00000000000001,18,46.6,18.099999999999998,10.9,14.000000000000002
I,10,81,61,21,72.5,31.3,14.099999999999998,25
I,6,54,38,16,16.2,5.3,3.9,6
F,21,136,110.00000000000001,40,319.20000000000005,105,81.5,117
F,13,130,103,39,280.1,103.89999999999999,72,88
F,25,129,98,43,281.2,85.3,45.7,102
M,19,113.99999999999999,81,32,184.9,68.89999999999999,43.7,59
M,18,123,96,38,272,106.1,47.5,94
M,7,84,69,21,86,35,19.2,26
I,6,55.00000000000001,44,16,27.3,11.3,5.7,8.4
F,5,57.99999999999999,45,15,28.000000000000004,10.299999999999999,4.7,8
M,8,84,68,23,84.3,35,18.6,27
F,16,125,105,43,315.3,102.3,51.9,133
F,27,110.00000000000001,93,36,242.49999999999997,64.9,41,105
M,18,132,101,40,326.1,97.3,59.4,122
M,17,112.99999999999999,94,39,228.39999999999998,77.4,51.6,70
F,13,119,99,47,273.20000000000005,101.29999999999998,43.8,104
M,17,126,102,46,307.8,112.7,56.3,113.99999999999999
F,8,86,65,24,89,33,19.900000000000002,31
F,10,91,70,28.000000000000004,114.5,39.300000000000004,26.5,35
I,7,66,52,16,38,15.299999999999999,7.7,13
F,13,103,83,26,152.8,55.2,39.2,50
M,14,99,78,30,170.6,65.7,37.8,54
F,13,97,75,28.999999999999996,117.7,47.699999999999996,23.1,38
F,8,107,92,28.999999999999996,157.5,67.9,40.1,40
M,17,115.99999999999999,93,35,206.99999999999997,80.2,37.3,77
F,13,125,105,39,270.40000000000003,90.10000000000001,48.9,106
F,14,111.00000000000001,91,36,191.6,59.199999999999996,39,78
F,9,110.00000000000001,85,28.999999999999996,159.4,59.4,30,53
M,13,118,95,31,171.4,71.2,34.8,56.00000000000001
I,7,71,56.00000000000001,22,44.7,16.3,10.5,16
I,7,55.00000000000001,40,15,17.2,6.1,3.8,6
F,12,101,78,35,138.39999999999998,53.400000000000006,30,43
M,7,74,56.00000000000001,19,44.5,16.1,10.2,15
M,13,111.00000000000001,86,33,151.5,54.7,32.7,55.00000000000001
F,9,101,80,33,145.79999999999998,53.5,31,50
F,9,112.00000000000001,89,36,180.6,71.5,40.9,59
M,17,119,95,34,219.3,83.8,45.800000000000004,70
F,14,113.99999999999999,90,33,180.6,66.10000000000001,36.9,59
M,13,120,96,35,245.8,82.5,54.7,83
F,15,112.00000000000001,87,37,221.20000000000002,84.39999999999999,48.699999999999996,66
M,17,117,93,38,234.20000000000002,78.10000000000001,47.099999999999994,80
I,8,92,67,22,88.8,45,14.899999999999999,22
F,8,92,72,23,95.1,42.1,21,32
M,12,83,63,25,77.60000000000001,13.600000000000001,18,25
F,11,87,64,24,75.7,30.4,18.3,25
F,7,95,76,27,97.2,34.699999999999996,14.000000000000002,37
M,10,93,72,26,105.3,42.1,23.7,33
I,11,71,56.00000000000001,20,45.5,18.7,9.1,17
M,9,92,75,28.000000000000004,102.1,38.4,20.9,41
F,10,76,65,22,62.1,24,14.799999999999999,21
F,9,94,73,24,108.60000000000001,45.9,29.9,30
M,6,72,54,18,44.5,16.6,10.6,15
F,12,117,91,33,199.6,69,49.9,63
M,11,131,118,40,309.1,130.8,75.3,83
M,13,120,97,35,253.5,99.9,56.3,76
F,14,113.99999999999999,92,34,220.00000000000003,82.5,44.1,76
F,11,129,100,40,285.70000000000005,127.8,61,72
M,14,130,99,36,358.59999999999997,160.1,67.80000000000001,106
M,12,102,79,28.999999999999996,123.70000000000002,43.2,27.700000000000003,48
M,8,104,76,27,116.5,50.1,31.3,35
M,13,99,83,33,149.70000000000002,52.800000000000004,26.8,56.99999999999999
M,8,86,67,23,81.2,33.2,18.7,27
F,13,118,93,32,220.1,101.2,50.5,59
M,10,110.00000000000001,92,35,173.8,63.1,36.5,64
M,11,117,86,32,191,72.5,35.199999999999996,54
F,17,115.99999999999999,91,32,184.3,62.4,39.2,60
F,13,124,102,30,291.2,116.19999999999999,57.49999999999999,64
I,14,118,90,32,178.6,54.900000000000006,43.7,69
F,13,144,114.99999999999999,43,445.2,179.1,81,124
F,14,127,102,35,242.49999999999997,114.7,52.2,72
F,15,122,96,35,213.49999999999997,78.2,43.2,84
F,13,109.00000000000001,89,35,170.5,69.3,37.8,59
M,12,113.99999999999999,90,32,172.3,74.5,43.5,51
F,18,120,95,36,232.39999999999998,102.2,53.5,64
F,14,104,82,34,174.10000000000002,74.7,43.8,50
M,15,127,102,42,319.6,130.7,56.699999999999996,115.99999999999999
F,13,134,104,30,281.2,103.8,69.6,74
M,15,139,113.99999999999999,40,406.59999999999997,150.2,85.1,137
M,20,131,105,37,251.79999999999998,97.39999999999999,44.3,89
F,14,124,96,46,218.7,80.60000000000001,49,71
F,19,120,95,36,236.10000000000002,86.9,49.5,85
M,9,102,81,26,143.5,74.5,31.6,34
M,10,105,81,27,151.5,66.10000000000001,43.2,39
M,9,88,75,26,97.39999999999999,45.2,19.3,31
I,8,97,83,28.000000000000004,114.1,50,26.8,37
F,10,99,77,26,138.1,62.5,35.8,35
I,7,87,69,24,89.5,44.2,22.400000000000002,25
I,9,81,63,21,69.39999999999999,32.1,15.7,20
I,9,84,66,20,70.39999999999999,32.7,17.8,20
F,9,100,79,30,142.9,64.7,34.599999999999994,39
F,7,77,61,21,66.3,27.3,14.899999999999999,20
I,6,66,53,18,36,13.600000000000001,7.199999999999999,12
F,10,115.99999999999999,95,31,194.79999999999998,86.1,46,56.99999999999999
I,6,65,54,20,37,16,8.7,13
M,10,95,75,24,112.6,50.5,24.099999999999998,37
F,9,76,60,18,64.3,30.9,15,19
I,6,68,52,18,35.8,15.2,10.5,11
M,12,105,85,24,140.39999999999998,66.7,29.299999999999997,44
F,10,104,83,28.999999999999996,160.9,66.5,34.5,56.99999999999999
F,13,107,90,27,161.5,64.4,36.199999999999996,50
M,8,95,72,24,115.6,56.49999999999999,24,34
I,7,83,65,20,77,33.4,16,25
I,8,99,77,25,117,55.1,24.7,33
F,10,96,81,26,127.49999999999999,55.400000000000006,28.9,42
F,10,104,85,30,162.6,77,40.300000000000004,46
M,9,92,75,26,114.7,50.1,23.799999999999997,39
F,11,115.99999999999999,91,24,188,79.80000000000001,51.4,53
M,11,118,98,27,201.6,84.39999999999999,44.9,56.99999999999999
F,23,110.00000000000001,83,27,155,60.4,35.8,52
F,12,130,100,33,228.9,97,43.6,73
F,16,93,75,27,120,44.5,25.8,46
M,11,91,71,26,103,40,25.5,35
M,13,94,75,26,115.9,42.9,32.800000000000004,39
F,13,87,70,22,76.8,28.599999999999998,20.1,25
M,7,70,53,22,59.3,27.3,12.6,17
I,8,63,48,14.000000000000002,27.400000000000002,10.9,6.3,8
M,16,119,94,28.999999999999996,198.2,80.7,30.099999999999998,68
F,14,115.99999999999999,95,27,185,78.2,33,55.00000000000001
M,17,114.99999999999999,87,30,161,58.599999999999994,32.5,54
M,13,107,87,31,178.29999999999998,68.30000000000001,35.4,50
M,13,103,84,28.000000000000004,153.8,50.1,30.8,57.99999999999999
F,12,101,77,27,123.70000000000002,50.2,23.5,40
F,15,101,79,28.999999999999996,130.29999999999998,53.900000000000006,30.599999999999998,41
I,10,80,62,20,57.49999999999999,22.900000000000002,12.7,19
M,14,98,79,27,110.9,42.6,18.5,43
M,12,106,87,27,147.3,65.5,26.3,44
I,8,79,65,21,61.199999999999996,22.2,14.7,19
F,17,133,107,38,299.2,115.5,56.3,95
F,10,83,61,21,72.1,24,16.400000000000002,20
M,11,86,69,23,60.9,18.5,11,24
M,13,95,79,27,118.39999999999999,49.3,32.9,40
F,15,105,85,28.999999999999996,159.9,66.9,41.8,48
I,15,96,78,28.999999999999996,116.5,46.300000000000004,24.2,51
I,9,84,69,23,68.7,30.3,15.9,23
M,15,118,92,31,181.20000000000002,65.4,29.7,67
F,9,103,84,27,125.89999999999999,56.3,25.4,43
M,13,139,110.00000000000001,44,310.3,113.19999999999999,76.7,89
F,23,160,126,39,505.19999999999993,186.60000000000002,118,124
M,23,122,98,30,220.6,85,40.5,72
F,18,112.99999999999999,96,35,191.4,77.7,43,55.00000000000001
M,11,112.00000000000001,91,33,172,80.30000000000001,33.900000000000006,49
M,17,131,97,39,324,125.49999999999999,71.6,97
M,17,128,104,40,281.4,113.19999999999999,60.8,91
F,11,118,94,34,180,71,38.1,50
I,7,62,48,18,29.099999999999998,12.1,6.3,9
I,6,51,37,14.000000000000002,15,5.6000000000000005,3.5999999999999996,5
I,6,34,25,11,4.7,1.7999999999999998,1.0999999999999999,1.6
M,21,134,110.00000000000001,34,249.40000000000003,94.39999999999999,49.1,80
F,17,142,112.99999999999999,39,345.3,127.60000000000001,67.30000000000001,112.99999999999999
F,13,112.00000000000001,86,25,160.5,62.6,34.300000000000004,52.6
M,11,101,80,26,152.8,60.699999999999996,37.8,43.5
M,16,105,86,33,172.9,75.2,38.9,50.3
F,9,90,72,21,94.3,40.699999999999996,18.7,29.799999999999997
F,12,103,87,34,126.2,55.300000000000004,22.2,43.2
M,19,118,95,32,189.1,76.3,36.8,54
M,18,140,106,38,263.7,109.60000000000001,46.6,84
F,17,144,112.00000000000001,35,345.3,127.4,68.30000000000001,105
M,11,127,99,30,216.2,96.5,48.4,62
M,13,111.00000000000001,88,27,180.5,76.1,42.1,56.00000000000001
M,13,114.99999999999999,94,30,228.29999999999998,90.3,40.8,80
M,17,117,91,25,205.39999999999998,78.2,42.4,50
F,20,122,97,42,268.9,107,44.1,103
F,13,129,105,40,289.8,120.19999999999999,51.300000000000004,101
F,11,109.00000000000001,88,35,154.9,59.699999999999996,37.5,53
M,12,110.00000000000001,90,31,157.9,68.60000000000001,31.8,50
F,18,132,105,41,273.3,100.1,58.199999999999996,82
M,18,113.99999999999999,95,39,205.9,92.7,38.1,61
F,15,120,94,40,206.2,78.4,40.699999999999996,57.99999999999999
F,12,126,101,33,213,91.9,43.2,63
M,19,139,113.99999999999999,46,377,173.3,87,100
M,15,130,109.00000000000001,32,248.5,97.39999999999999,59.199999999999996,96
F,16,144,119,45,393.8,160.9,84.6,132
I,12,112.00000000000001,88,34,188.9,70.89999999999999,43.5,60
I,8,84,65,23,70.8,32.5,12.8,21
M,3,36,25,10,4.6,1.7000000000000002,1.0999999999999999,2
F,12,81,65,22,71.5,28.999999999999996,14.499999999999998,22
F,12,100,81,30,119.30000000000001,50.6,25.2,37
I,12,87,67,22,76.6,31.1,13.5,27
M,10,68,55.00000000000001,18,41.3,14.499999999999998,8.6,14.000000000000002
F,8,86,68,22,76.4,30.8,19.1,21.8
I,12,107,82,31,126.29999999999998,54.900000000000006,28.299999999999997,36.3
I,12,83,65,23,65.7,28.1,10.2,21.2
F,10,72,53,18,43.3,19.2,7.3999999999999995,14.7
M,5,35,27,8,6.1,2.1999999999999997,1.5,2
M,5,31,23,5,4.8,1.7999999999999998,1,1.5
I,11,105,86,30,147.3,64.5,32.2,43
F,16,105,78,27,120.10000000000001,45.300000000000004,26.200000000000003,42
F,11,88,69,21,85.7,33,16.6,26.400000000000002
F,12,90,69,23,99.2,38.1,23.400000000000002,28.000000000000004
F,14,97,73,28.000000000000004,123.9,51.9,28.9,35.4
I,11,94,70,27,113.39999999999999,46.300000000000004,29.299999999999997,30.5
I,10,103,75,28.000000000000004,130.1,49.9,28.199999999999996,44.3
M,11,84,68,25,89.9,33,22.5,28.799999999999997
F,16,91,70,25,89.7,31.7,20.4,26.700000000000003
M,10,74,57.99999999999999,18,48.199999999999996,22,9,13.8
M,10,66,50,18,39.4,17,8.200000000000001,12.1
I,7,60,44,18,28.499999999999996,11.4,6.7,8.6
I,14,125,92,32,247.9,110.00000000000001,54.6,76
I,14,122,95,34,207.7,88.7,48.199999999999996,64
I,14,125,93,31,194.4,80.80000000000001,36.9,70
I,17,127,101,38,266.29999999999995,116.10000000000001,50.4,87
I,14,100,77,31,152.4,75.9,32.2,38
F,17,106,86,34,155,70,30.4,47
I,13,89,66,20,87.4,32.6,15.1,34
F,12,117,83,31,139.7,60,29.2,39
I,16,88,71,33,87,31.8,21,28.000000000000004
M,10,57.99999999999999,45,16,25.900000000000002,10.7,5.2,9
I,15,111.00000000000001,91,34,168.70000000000002,61.8,38.1,60
I,15,131,103,28.999999999999996,250,105.3,56.599999999999994,63
F,10,115.99999999999999,92,37,203.39999999999998,70.3,40,64
I,12,125,86,35,282.2,114.39999999999999,59.4,79
I,15,124,97,34,241.6,96.1,60.9,66
F,8,128,100,30,214.1,74.2,54.1,72
F,10,101,75,23,117.9,52.7,24,33.4
I,9,100,79,24,107.4,43.3,21.7,35.699999999999996
M,7,62,49,19,30,10.5,6.800000000000001,9.6
F,12,101,76,28.999999999999996,130.20000000000002,58.699999999999996,38,34
I,9,84,61,22,56.00000000000001,18.8,15.7,19.1
M,10,80,63,21,57.4,22.7,7.3999999999999995,22.6
M,18,85,63,25,70.5,22.7,11.3,26
M,11,62,47,12,24,8.3,6.6000000000000005,8
F,18,93,70,26,98.8,38.9,20.599999999999998,31
F,10,93,72,24,95.3,38.4,22.5,32
M,13,70,51,17,42.9,20,9.3,12
I,15,104,83,32,119,42.1,28.4,52
F,12,95,73,26,96.1,38.1,22.8,29.5
F,10,82,63,22,64.2,25.1,13.100000000000001,19
M,6,52,40,13,19.2,8.799999999999999,5.4,6
I,13,114.99999999999999,90,34,186.3,71.6,42.9,52
I,14,112.99999999999999,87,31,156.4,54.300000000000004,33.6,56.99999999999999
M,6,52,38,15,18.9,8.9,4,6
F,10,106,77,25,133.9,57.8,30.2,36
M,9,68,51,19,42.6,16.2,6.800000000000001,14.000000000000002
I,11,104,76,28.000000000000004,105,35.5,23,37
F,18,127,100,36,262.40000000000003,105.80000000000001,49.7,97
F,11,122,97,33,217.4,85.1,46.400000000000006,76
F,16,132,103,36,304.59999999999997,108,67.30000000000001,111.00000000000001
I,16,127,100,36,263.8,109.7,58.4,98
F,14,93,76,27,115.8,41.6,21.9,44
M,23,103,80,32,163.5,50.3,31.2,60
I,9,67,48,19,34,12.4,7.8,11
F,16,103,80,34,159.20000000000002,51.6,35.099999999999994,56.00000000000001
F,9,69,51,20,39.4,14.2,10.2,12
M,13,93,71,25,105.1,40.5,27,28.999999999999996
M,10,108,83,34,175.8,67.80000000000001,41.6,51
M,9,95,71,25,92.5,37.2,21.4,28.999999999999996
F,11,89,67,28.000000000000004,91.3,35.699999999999996,22.8,28.000000000000004
M,9,100,71,28.000000000000004,105.60000000000001,42.5,29.799999999999997,28.000000000000004
M,12,100,76,27,116.7,45.9,25.3,36
F,14,110.00000000000001,87,34,176.8,57.49999999999999,32.9,56.00000000000001
I,6,55.00000000000001,41,16,19.2,7.199999999999999,3.6999999999999997,6
F,7,70,53,18,37.1,14.899999999999999,8.3,12
F,9,74,56.99999999999999,21,54,22.5,11.700000000000001,16.7
F,10,84,66,25,92.60000000000001,37.2,22,28.999999999999996
M,10,70,52,18,39.6,14.499999999999998,11.200000000000001,12
M,9,79,61,21,56.39999999999999,19.5,13,19.2
I,8,65,40,16,19.900000000000002,7.9,4.5,6.4
I,5,55.00000000000001,40,13,18.4,7.7,4.7,5.4
I,6,47,34,13,12.5,4.6,2.8000000000000003,4.3999999999999995
I,5,50,36,12,14.6,5.6000000000000005,3.4000000000000004,4.5
I,5,50,37,13,14.2,5.4,3.6999999999999997,4.5
I,4,40,28.999999999999996,10,7.199999999999999,2.5,1.6,2.1999999999999997
F,20,117,94,34,219.79999999999998,79.5,46.5,71.6
M,14,89,70,28.000000000000004,118.10000000000001,40.5,31.6,38
F,13,100,77,26,153.6,52.5,19,54
M,8,88,65,16,82.6,28.799999999999997,20.3,26
M,17,103,81,28.000000000000004,170.1,62.4,29.2,63
F,11,104,81,28.000000000000004,138.3,55.2,27.400000000000002,43
M,11,100,78,26,141.79999999999998,55.00000000000001,33.6,36
M,9,85,65,24,75.1,28.4,21.3,21
M,16,102,83,28.000000000000004,163.7,60.5,43.1,47
F,8,74,55.00000000000001,16,45.4,18.6,12.5,14.000000000000002
M,13,108,83,26,164.9,54.400000000000006,45.2,48
M,11,123,95,34,236.50000000000003,94.8,57.9,48
M,20,112.99999999999999,88,35,224.40000000000003,78.60000000000001,40,75
M,14,129,103,35,322.3,134.9,76.8,77
F,14,123,94,35,259.7,102.69999999999999,68.60000000000001,64
M,14,121,98,28.999999999999996,260,103.4,65.7,62
F,12,118,91,33,232.20000000000002,76,49.1,56.00000000000001
M,18,129,97,31,297.8,118.30000000000001,62.4,76
M,13,113.99999999999999,84,31,201.6,75.4,38.6,68
F,8,94,71,36,88.2,30.5,23.3,27
F,14,100,88,31,148.4,40.5,40.1,42.3
F,13,104,85,28.999999999999996,140,41.4,38.1,48
M,8,78,56.99999999999999,19,54.2,22,12,16
M,12,104,80,33,171.3,54.900000000000006,40.2,42
F,14,108,83,35,179.5,55.00000000000001,48.199999999999996,55.00000000000001
M,14,92,72,27,122.10000000000001,39.1,21.4,47
I,8,71,52,18,38.5,15.4,7.6,13
F,13,98,80,28.999999999999996,132.7,42,25.900000000000002,50.3
F,11,126,102,37,247.00000000000003,102.3,69.8,61.3
M,14,100,77,28.999999999999996,152.29999999999998,49.2,39,40.8
M,15,98,78,27,118.39999999999999,48.4,19.2,36.7
M,7,88,65,23,78,32.6,17.4,22.6
F,10,103,79,33,151.29999999999998,38.1,34,64.1
F,11,95,76,28.999999999999996,113.99999999999999,33.4,23.599999999999998,37.4
I,8,84,62,20,57.3,23,14.7,17
M,9,80,61,26,58.699999999999996,19.2,13.5,21
M,12,90,72,32,113.39999999999999,34.8,24.9,45
F,15,104,80,26,124.9,43,41.3,34
M,12,101,80,31,168.3,54.300000000000004,35.5,56.99999999999999
M,15,99,80,28.000000000000004,155.5,40.300000000000004,36,50
M,19,108,82,28.999999999999996,197.8,56.3,42.6,71
F,12,96,78,25,138.1,43.8,31,40
F,9,66,52,16,40,12.5,10,14.000000000000002
I,5,56.99999999999999,42,14.000000000000002,21.8,8.799999999999999,5.3,6.6000000000000005
I,6,60,46,15,25.4,10.4,6,6.9
I,6,62,48,21,57.699999999999996,23.599999999999998,13,16.6
I,6,68,51,15,36,14.899999999999999,8,10.5
I,7,75,60,15,28.799999999999997,11.799999999999999,6,8.799999999999999
I,7,83,65,20,93.30000000000001,45.7,21.3,22.8
I,6,83,63,21,66,28.1,14.099999999999998,19
I,6,83,63,18,72.5,35,16.7,18.6
I,8,84,64,20,68,34.9,10,18.9
I,6,85,62,21,73,31.8,16.5,21
M,8,93,75,22,100,42,22.6,30.099999999999998
F,8,93,70,27,125.29999999999998,51.800000000000004,28.9,35
I,8,94,74,22,111.1,50,23,32.6
F,8,94,75,24,120.30000000000001,55.300000000000004,29.099999999999998,27
I,10,95,73,24,106,50.1,19.5,32.5
M,7,96,74,27,126.29999999999998,68.89999999999999,20.3,32.2
M,8,100,80,26,154.29999999999998,74,32,42.199999999999996
I,7,101,78,37,122.50000000000001,53.400000000000006,28.4,34.4
M,9,105,85,38,174.4,92.5,34.5,39.800000000000004
M,9,108,84,24,162.3,78.4,29.099999999999998,44.7
M,11,109.00000000000001,90,30,175.89999999999998,77.4,30,52.5
F,9,112.99999999999999,88,30,196.6,89.5,47.099999999999994,49.7
M,11,115.99999999999999,92,36,229,96,55.400000000000006,65
M,9,118,91,32,218.00000000000003,100,44.3,58.4
